Plot_ID;Sub-plot_ID;Country_Name;Network;Institution;Link;Year_Established;Year_Census;PI_team;Confidential;Lat_cnt;Lon_cnt;Lat_sw;Lon_sw;Lat_nw;Lon_nw;Lat_se;Lon_se;Lat_ne;Lon_ne;Altitude;Slope_degree;Plot_area;Plot_shape;Forest_status;Min_DBH;H_Lorey_local;H_Lorey_Chave;H_Lorey_Feldpausch;H_max_Local;H_max_Chave;H_max_Feldpausch;AGB_local;AGB_local_Cred_2.5;AGB_local_97.5;AGB_Feldpausch;AGB_Feldpausch_Cred_2.5;AGB_Feldpausch_Cred_97.5;AGB_Chave;AGB_ChaveCred_2.5;AGB_ChaveCred_97.5;Wood_density;GSV;BA;Ndens;Reference;Other_Measurements;Biomass_processing_protocol;Status;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Rav;3;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,665846;-83,565804;8,665666;-83,566070;8,666115;-83,565990;8,665581;-83,565614;8,666023;-83,565541;240;8;0,25;50x50;Riverine Primary Forest;10;28,31;;;51,90;;;260,50;;;;;;;;;0,58;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Rav;4;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,665932;-83,566246;8,665748;-83,566495;8,666199;-83,566430;8,665666;-83,566070;8,666115;-83,565990;240;8;0,25;50x50;Riverine Primary Forest;10;28,31;;;51,90;;;260,50;;;;;;;;;0,58;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Rid;1;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,678341;-83,581450;8,678186;-83,581738;8,678620;-83,581618;8,678062;-83,581287;8,678497;-83,581157;459;9;0,25;50x50;Ridge Primary Forest;10;29,71;;;50,90;;;262,20;;;;;;;;;0,50;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Rid;2;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,678451;-83,581892;8,678271;-83,582179;8,678726;-83,582032;8,678186;-83,581738;8,678620;-83,581618;459;9;0,25;50x50;Ridge Primary Forest;10;29,71;;;50,90;;;262,20;;;;;;;;;0,50;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Rid;3;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,678292;-83,582395;8,678130;-83,582658;8,678561;-83,582552;8,678032;-83,582245;8,678442;-83,582123;459;9;0,25;50x50;Ridge Primary Forest;10;29,71;;;50,90;;;262,20;;;;;;;;;0,50;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Rid;4;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,678229;-83,582918;8,678053;-83,583128;8,678479;-83,583072;8,677981;-83,582775;8,678401;-83,582697;459;9;0,25;50x50;Ridge Primary Forest;10;29,71;;;50,90;;;262,20;;;;;;;;;0,50;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Sec;1;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,678177;-83,574360;8,677866;-83,574448;8,678245;-83,574696;8,678112;-83,574013;8,678484;-83,574284;288;9;0,25;50x50;Secondary Forest;10;22,29;;;37,20;;;108,40;;;;;;;;;0,46;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Sec;2;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,677945;-83,574769;8,677651;-83,574846;8,678018;-83,575085;8,677866;-83,574448;8,678245;-83,574696;288;9;0,25;50x50;Secondary Forest;10;22,29;;;37,20;;;108,40;;;;;;;;;0,46;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Sec;3;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,678553;-83,574612;8,678245;-83,574696;8,678636;-83,574933;8,678484;-83,574284;8,678846;-83,574535;288;9;0,25;50x50;Secondary Forest;10;22,29;;;37,20;;;108,40;;;;;;;;;0,46;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Sec;4;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,678328;-83,575011;8,678018;-83,575085;8,678414;-83,575331;8,678245;-83,574696;8,678636;-83,574933;288;9;0,25;50x50;Secondary Forest;10;22,29;;;37,20;;;108,40;;;;;;;;;0,46;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Slo;1;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,680116;-83,576238;8,679806;-83,576310;8,680134;-83,576566;8,680091;-83,575895;8,680433;-83,576180;366;20;0,25;50x50;Slope Primary Forest;10;24,27;;;47,30;;;280,50;;;;;;;;;0,51;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Slo;2;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,679838;-83,576611;8,679530;-83,576644;8,679883;-83,576924;8,679806;-83,576310;8,680134;-83,576566;366;20;0,25;50x50;Slope Primary Forest;10;24,27;;;47,30;;;280,50;;;;;;;;;0,51;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDEF-RQ-Slo;3;Costa Rica;IIASA;Uni Wien;http://www.univie.ac.at/bdef;2012;2012;Florian Hofhansl, Wolfgang Wanek ;no;8,679754;-83,577099;8,679439;-83,577146;8,679767;-83,577411;8,679748;-83,576788;8,680062;-83,577049;366;20;0,25;50x50;Slope Primary Forest;10;24,27;;;47,30;;;280,50;;;;;;;;;0,51;;;;Taylor, P., Asner, G., Dahlin, K., Anderson, C., Knapp, D., Martin, R., Mascaro, J., Chazdon, R., Cole, R., Wanek, W., Hofhansl, F., Malavassi, E., Vilchez-Alvarado, B. & A. Townsend (2015). Landscape-Scale Controls on Aboveground Forest Carbon Stocks on the Osa Peninsula, Costa Rica. PLoS ONE, 10, e0126748.;Tree species turnover and forest functional response to global change, functional traits, soil texture and chemistry, terrestrial laser scans;;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
