Plot_ID;Sub-plot_ID;Country_Name;Network;Institution;Link;Year_Established;Year_Census;PI_team;Confidential;Lat_cnt;Lon_cnt;Lat_sw;Lon_sw;Lat_nw;Lon_nw;Lat_se;Lon_se;Lat_ne;Lon_ne;Altitude;Slope_degree;Plot_area;Plot_shape;Forest_status;Min_DBH;H_Lorey_local;H_Lorey_Chave;H_Lorey_Feldpausch;H_max_Local;H_max_Chave;H_max_Feldpausch;AGB_local;AGB_local_Cred_2.5;AGB_local_97.5;AGB_Feldpausch;AGB_Feldpausch_Cred_2.5;AGB_Feldpausch_Cred_97.5;AGB_Chave;AGB_ChaveCred_2.5;AGB_ChaveCred_97.5;Wood_density;GSV;BA;Ndens;Reference;Other_Measurements;Biomass_processing_protocol;Status;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-21;3;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,616722;9,422709;0,616495;9,422485;0,616947;9,422484;0,616496;9,422934;0,616948;9,422933;;;0,25;50x50;;;16,78475178;16,85628413;18,1821303;20,1;20,85820805;23,0198531;5,1;3,4;7,4;5,5;3,6;8,3;4,9;3,5;7,2;0,518019003;;0,81;48;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-21;4;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,617174;9,422708;0,616947;9,422484;0,617400;9,422483;0,616948;9,422933;0,617401;9,422933;;;0,25;50x50;;;14,44370807;14,79235695;15,68801759;17,4;17,69206941;19,2026788;4,1;2,9;5,7;4,3;3;6;3,9;2,9;5,3;0,571673333;;0,65;56;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-21A;1;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,576540;9,381633;0,576311;9,381412;0,576763;9,381405;0,576317;9,381861;0,576769;9,381855;;;0,25;50x50;;;22,99783526;22,58392747;24,79411425;32,87090225;32,09394486;35,19715414;133,9;114,8;157;142,4;123,8;164,8;128,6;111,1;151,6;0,510500739;;16,60;468;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-21A;2;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,576992;9,381627;0,576763;9,381405;0,577215;9,381399;0,576769;9,381855;0,577222;9,381848;;;0,25;50x50;;;23,61348595;23,32971821;25,70962723;33,10589921;32,38452096;35,47011988;87,8;72,5;105;95,7;79,3;117,7;86,5;70,9;106,2;0,529494063;;10,27;240;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-21A;3;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,576546;9,382082;0,576317;9,381861;0,576769;9,381855;0,576323;9,382310;0,576776;9,382304;;;0,25;50x50;;;24,01407232;23,47826385;25,7938008;35,77595477;35,92941872;38,58387913;233;203,8;267,4;249,7;221,1;281,4;224,3;197,7;255,2;0,550746163;;25,88;632;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-21A;4;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,576999;9,382076;0,576769;9,381855;0,577222;9,381848;0,576776;9,382304;0,577228;9,382298;;;0,25;50x50;;;25,16055857;24,78256144;27,13307958;36,35536506;36,7667775;39,25905648;186,4;160,2;220,6;198,9;171,7;230,2;182,3;153,2;218,8;0,528070444;;20,62;488;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-22;1;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,585165;9,346777;0,584936;9,346554;0,585389;9,346550;0,584940;9,347003;0,585393;9,347000;;;0,25;50x50;;;22,43070553;22,77723997;25,1140834;30,83626113;29,72027684;32,84981336;137,8;119,3;159,8;150,8;131,2;173,6;134,8;116,2;155,4;0,632020867;;14,09;344;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-22;2;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,585617;9,346773;0,585389;9,346550;0,585841;9,346546;0,585393;9,347000;0,585845;9,346996;;;0,25;50x50;;;27,18336014;32,09385913;33,85135664;41,2316879;45,24892224;44,74360625;417,8;339,9;517,3;521,7;416,6;647,6;485,7;380,5;627,6;0,690852092;;33,55;496;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-22;3;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,585169;9,347226;0,584940;9,347003;0,585393;9,347000;0,584944;9,347453;0,585397;9,347449;;;0,25;50x50;;;22,57397766;21,85577064;24,01365497;30,77885976;29,65546272;32,78408313;142,2;122,8;164,9;150,4;130,3;174,3;133,8;116,1;154,6;0,693589429;;13,31;416;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-22;4;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,585621;9,347222;0,585393;9,347000;0,585845;9,346996;0,585397;9,347449;0,585849;9,347445;;;0,25;50x50;;;27,31924351;30,69633062;32,56317415;39,64452956;46,11861497;45,17402901;458,7;380,9;550,2;547,9;453,1;677,6;503,9;402,7;643,9;0,696610821;;35,92;552;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-23;1;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,545185;9,315843;0,544956;9,315621;0,545408;9,315616;0,544961;9,316070;0,545413;9,316065;;;0,25;50x50;;;26,67703009;29,49678851;31,7698915;36,13829556;44,92134647;44,70753205;309,2;268,3;358,1;360,7;306,2;425,4;334,8;283,3;405,1;0,457841683;;38,21;636;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-23;2;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,545637;9,315838;0,545408;9,315616;0,545861;9,315611;0,545413;9,316065;0,545865;9,316061;;;0,25;50x50;;;22,77752136;26,44866759;28,45821348;31,00675568;43,15734218;43,75043491;154,7;126;190,1;186,7;146,9;236,7;172,6;135,9;231,3;0,498095165;;19,73;508;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-23;3;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,545189;9,316292;0,544961;9,316070;0,545413;9,316065;0,544966;9,316519;0,545418;9,316515;;;0,25;50x50;;;28,15076518;27,23788915;30,03394839;33,38100118;32,5676145;35,79004227;20,5;11,2;33,8;21,2;11,7;36,3;19,7;11;33,1;0,508354569;;2,11;40;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MON-23;4;Gabon;NASA GEDI cal/val ;NASA;;2016;2016;John Poulsen;no;0,545642;9,316288;0,545413;9,316065;0,545865;9,316061;0,545418;9,316515;0,545870;9,316510;;;0,25;50x50;;;29,30268304;28,50504591;31,32579777;33,75840189;33,04464252;36,22949759;30,9;18,1;51,5;32,6;19,9;52,4;29,9;18,2;49,5;0,503995625;;3,10;48;"Labrière N. et al., 2018. In situ reference datasets from the TropiSAR and AfriSAR campaigns in support of upcoming spaceborne biomass missions. IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing. DOI: 10.1109/JSTARS.2018.2851606;
Mondah, https://doi.org/10.5061/dryad.467hp97";;RepFOS_15Feb19_AfriSAR.pdf;auxiliary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
